,Adj Close,Adj Close,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
,AAPL,IBM,AAPL,IBM,AAPL,IBM,AAPL,IBM,AAPL,IBM,AAPL,IBM
Date,,,,,,,,,,,,
2009-01-02,2.800736427307129,60.46987533569336,3.2410714626312256,87.37000274658203,3.2514286041259766,87.58999633789062,3.041428565979004,83.88999938964844,3.067142963409424,83.88999938964844,746015200,7558200
2009-01-05,2.918938398361206,60.089210510253906,3.377857208251953,86.81999969482422,3.434999942779541,87.66999816894531,3.3110713958740234,86.18000030517578,3.327500104904175,86.41999816894531,1181608400,8315700
2009-01-06,2.870793581008911,61.757198333740234,3.3221428394317627,89.2300033569336,3.4703571796417236,90.41000366210938,3.29964280128479,86.37000274658203,3.426785707473755,87.11000061035156,1289310400,9649500
2009-01-07,2.808760643005371,60.760555267333984,3.250357151031494,87.79000091552734,3.3035714626312256,88.80000305175781,3.223571538925171,87.12000274658203,3.278928518295288,87.83000183105469,753048800,8455100
2009-01-08,2.860917568206787,60.33835983276367,3.3107142448425293,87.18000030517578,3.3267858028411865,88.13999938964844,3.2157142162323,85.9800033569336,3.229642868041992,87.80999755859375,673500800,7231800
2009-01-09,2.795490264892578,58.62192916870117,3.234999895095825,84.69999694824219,3.3350000381469727,87.5,3.219285726547241,84.25,3.3289284706115723,87.05000305175781,546845600,7440300
2009-01-12,2.7362356185913086,59.320953369140625,3.166428565979004,85.70999908447266,3.249642848968506,86.5999984741211,3.1267857551574707,84.41999816894531,3.2307143211364746,84.56999969482422,617716400,8072700
2009-01-13,2.706916093826294,59.06489944458008,3.132499933242798,85.33999633789062,3.2049999237060547,86.58999633789062,3.0839285850524902,84.79000091552734,3.151428461074829,85.5,798397600,7657200
2009-01-14,2.6334645748138428,57.57684326171875,3.047499895095825,83.19000244140625,3.1160714626312256,84.81999969482422,3.02571439743042,82.11000061035156,3.0799999237060547,84.19999694824219,1021664000,9470000
2009-01-15,2.5732831954956055,58.22051239013672,2.9778571128845215,84.12000274658203,3.0042858123779297,84.83000183105469,2.858928680419922,82.26000213623047,2.877500057220459,83.61000061035156,1831634000,11734800
2009-01-16,2.5408780574798584,58.77418518066406,2.940357208251953,84.91999816894531,3.0135715007781982,85.73999786376953,2.8714284896850586,83.08000183105469,3.010714292526245,84.61000061035156,1047625600,11245300
2009-01-20,2.413417339324951,56.7393913269043,2.7928571701049805,81.9800033569336,2.9285714626312256,84.91999816894531,2.7928571701049805,81.76000213623047,2.9260714054107666,84.76000213623047,919914800,13800100
2009-01-21,2.5563085079193115,63.27293395996094,2.958214282989502,91.41999816894531,2.9600000381469727,91.5999984741211,2.8324999809265137,86.0,2.835357189178467,86.29000091552734,1089270000,24905000
2009-01-22,2.726976156234741,62.33860778808594,3.155714273452759,90.06999969482422,3.2142856121063232,90.73999786376953,3.065000057220459,88.11000061035156,3.1442856788635254,89.83000183105469,1409528400,12350700
2009-01-23,2.726976156234741,61.937156677246094,3.155714273452759,89.48999786376953,3.2096428871154785,90.69999694824219,3.0892856121063232,87.80999755859375,3.1007142066955566,88.4000015258789,763770000,10253700
2009-01-26,2.766479969024658,63.39753341674805,3.2014286518096924,91.5999984741211,3.2489285469055176,92.66999816894531,3.153571367263794,89.5199966430664,3.1735713481903076,89.7699966430664,692238400,9840800
2009-01-27,2.800119638442993,63.439048767089844,3.2403571605682373,91.66000366210938,3.2696428298950195,91.97000122070312,3.2049999237060547,90.5,3.221071481704712,91.7699966430664,618038400,8720800
2009-01-28,2.907210350036621,65.62610626220703,3.364285707473755,94.81999969482422,3.392857074737549,94.94000244140625,3.267857074737549,91.91000366210938,3.2899999618530273,92.69999694824219,861406000,13407200
2009-01-29,2.8701770305633545,64.02733612060547,3.3214285373687744,92.51000213623047,3.369285821914673,94.58000183105469,3.307142972946167,92.0199966430664,3.3246428966522217,93.58000183105469,592729200,9233500
2009-01-30,2.781602382659912,63.432132720947266,3.218928575515747,91.6500015258789,3.343571424484253,93.4800033569336,3.2146427631378174,91.25,3.307142972946167,92.2300033569336,651478800,9617000
2009-02-02,2.8241915702819824,62.93380355834961,3.268214225769043,90.93000030517578,3.2857143878936768,91.86000061035156,3.174999952316284,89.69000244140625,3.182142972946167,90.5999984741211,558247200,9926400
2009-02-03,2.8695590496063232,64.69869995117188,3.320714235305786,93.4800033569336,3.3350000381469727,93.7300033569336,3.22428560256958,90.16000366210938,3.2828571796417236,91.06999969482422,599309200,8864500
2009-02-04,2.887150764465332,64.24883270263672,3.341071367263794,92.83000183105469,3.4375,94.91000366210938,3.325000047683716,91.81999969482422,3.3292856216430664,93.73999786376953,808421600,10189800
2009-02-05,2.976959705352783,63.958133697509766,3.444999933242798,92.41000366210938,3.4732143878936768,93.19999694824219,3.307857036590576,91.22000122070312,3.3132143020629883,92.12999725341797,749246400,11622900
2009-02-06,3.0775697231292725,66.90169525146484,3.5614285469055176,96.13999938964844,3.5714285373687744,97.0999984741211,3.4642856121063232,91.6500015258789,3.4649999141693115,92.51000213623047,687209600,13055900
2009-02-09,3.1636757850646973,67.37488555908203,3.661071538925171,96.81999969482422,3.6785714626312256,96.9800033569336,3.5535714626312256,94.72000122070312,3.5714285373687744,95.93000030517578,715010800,8165800
2009-02-10,3.0192413330078125,64.90451049804688,3.4939286708831787,93.2699966430664,3.661071538925171,96.81999969482422,3.466428518295288,92.95999908447266,3.6189286708831787,95.58000183105469,849060800,13541300
2009-02-11,2.988069534301758,66.21973419189453,3.457857131958008,95.16000366210938,3.5110714435577393,95.7699966430664,3.4203572273254395,93.0,3.4417858123779297,93.4800033569336,674973600,10765700
2009-02-12,3.0636823177337646,66.1571044921875,3.5453572273254395,95.06999969482422,3.5625,95.19999694824219,3.422499895095825,92.19999694824219,3.422499895095825,94.41000366210938,817188400,9917700
2009-02-13,3.0602874755859375,65.30117797851562,3.541428565979004,93.83999633789062,3.5692856311798096,95.18000030517578,3.5042858123779297,93.56999969482422,3.5353572368621826,94.79000091552734,608977600,6742400
2009-02-17,2.91739559173584,63.09524154663086,3.3760714530944824,90.66999816894531,3.4657142162323,92.48999786376953,3.367142915725708,90.5,3.4596428871154785,91.7300033569336,678238400,8903500
